0,0
1.00E-08,0
2.00E-08,0
3.00E-08,0
4.00E-08,0
5.00E-08,0
6.00E-08,0
7.00E-08,0
8.00E-08,-0.003906
9.00E-08,0
1.00E-07,0
1.10E-07,0
1.20E-07,0
1.30E-07,-0.003906
1.40E-07,-0.003906
1.50E-07,0.00415
1.60E-07,0.00415
1.70E-07,0
1.80E-07,0
1.90E-07,0
2.00E-07,0
2.10E-07,0
2.20E-07,0
2.30E-07,0
2.40E-07,0
2.50E-07,0.00415
2.60E-07,0
2.70E-07,0
2.80E-07,0
2.90E-07,0
3.00E-07,0
3.10E-07,0.00415
3.20E-07,0
3.30E-07,0
3.40E-07,0
3.50E-07,0
3.60E-07,-0.003906
3.70E-07,0
3.80E-07,0
3.90E-07,-0.003906
4.00E-07,0
4.10E-07,-0.003906
4.20E-07,-0.003906
4.30E-07,0
4.40E-07,-0.003906
4.50E-07,0
4.60E-07,0
4.70E-07,-0.007812
4.80E-07,0
4.90E-07,0
5.00E-07,0
5.10E-07,0
5.20E-07,-0.007812
5.30E-07,0
5.40E-07,0
5.50E-07,-0.007812
5.60E-07,0
5.70E-07,-0.003906
5.80E-07,-0.003906
5.90E-07,0
6.00E-07,-0.003906
6.10E-07,-0.007812
6.20E-07,0
6.30E-07,0
6.40E-07,0
6.50E-07,-0.003906
6.60E-07,0
6.70E-07,0
6.80E-07,0
6.90E-07,0
7.00E-07,0
7.10E-07,-0.003906
7.20E-07,0
7.30E-07,0
7.40E-07,0
7.50E-07,0
7.60E-07,0
7.70E-07,0
7.80E-07,0
7.90E-07,0
8.00E-07,0
8.10E-07,0
8.20E-07,0
8.30E-07,0
8.40E-07,0
8.50E-07,0
8.60E-07,0
8.70E-07,0
8.80E-07,0
8.90E-07,0
9.00E-07,0
9.10E-07,0
9.20E-07,0
9.30E-07,0.00415
9.40E-07,0
9.50E-07,0.00415
9.60E-07,0
9.70E-07,0
9.80E-07,0
9.90E-07,0.00806
1.00E-06,0
1.01E-06,0
1.02E-06,0
1.03E-06,0
1.04E-06,0.00415
1.05E-06,0
1.06E-06,0
1.07E-06,0.00415
1.08E-06,0
1.09E-06,0.00415
1.10E-06,0
1.11E-06,0
1.12E-06,0
1.13E-06,0
1.14E-06,0
1.15E-06,0
1.16E-06,0
1.17E-06,0
1.18E-06,0
1.19E-06,0.00415
1.20E-06,0
1.21E-06,0.00415
1.22E-06,0
1.23E-06,0
1.24E-06,0
1.25E-06,0
1.26E-06,0
1.27E-06,0
1.28E-06,0
1.29E-06,0
1.30E-06,0
1.31E-06,0
1.32E-06,0
1.33E-06,0
1.34E-06,0
1.35E-06,0
1.36E-06,0
1.37E-06,0
1.38E-06,0
1.39E-06,0
1.40E-06,0
1.41E-06,0
1.42E-06,0
1.43E-06,0
1.44E-06,0
1.45E-06,0.00415
1.46E-06,0.00415
1.47E-06,0
1.48E-06,0
1.49E-06,0
1.50E-06,0
1.51E-06,0
1.52E-06,0
1.53E-06,0
1.54E-06,0
1.55E-06,0
1.56E-06,0
1.57E-06,0
1.58E-06,0
1.59E-06,0
1.60E-06,0
1.61E-06,0
1.62E-06,0
1.63E-06,0
1.64E-06,0
1.65E-06,0
1.66E-06,0
1.67E-06,0
1.68E-06,0
1.69E-06,0
1.70E-06,0
1.71E-06,0
1.72E-06,0
1.73E-06,0
1.74E-06,0
1.75E-06,0
1.76E-06,0
1.77E-06,0
1.78E-06,0
1.79E-06,0
1.80E-06,0
1.81E-06,0
1.82E-06,0
1.83E-06,0
1.84E-06,0
1.85E-06,0
1.86E-06,0
1.87E-06,0
1.88E-06,0
1.89E-06,0.00415
1.90E-06,0.00415
1.91E-06,0
1.92E-06,0
1.93E-06,0
1.94E-06,0
1.95E-06,0
1.96E-06,0
1.97E-06,0
1.98E-06,0
1.99E-06,0
2.00E-06,0
2.01E-06,0
2.02E-06,0
2.03E-06,0
2.04E-06,0
2.05E-06,0
2.06E-06,0
2.07E-06,0
2.08E-06,0
2.09E-06,0
2.10E-06,0
2.11E-06,0
2.12E-06,0
2.13E-06,0
2.14E-06,0
2.15E-06,0
2.16E-06,0
2.17E-06,0
2.18E-06,0
2.19E-06,0
2.20E-06,0
2.21E-06,0
2.22E-06,0
2.23E-06,0.00415
2.24E-06,0
2.25E-06,0
2.26E-06,0
2.27E-06,0
2.28E-06,0.00415
2.29E-06,0
2.30E-06,0
2.31E-06,0
2.32E-06,0
2.33E-06,0
2.34E-06,0
2.35E-06,0.00415
2.36E-06,0
2.37E-06,0
2.38E-06,0
2.39E-06,0
2.40E-06,0
2.41E-06,0
2.42E-06,0
2.43E-06,0
2.44E-06,0
2.45E-06,0
2.46E-06,0.00415
2.47E-06,0
2.48E-06,0
2.49E-06,0
2.50E-06,0
2.51E-06,0
2.52E-06,0
2.53E-06,0
2.54E-06,0
2.55E-06,0
2.56E-06,0
2.57E-06,0
2.58E-06,0
2.59E-06,0
2.60E-06,0
2.61E-06,0
2.62E-06,0
2.63E-06,0.00806
2.64E-06,0
2.65E-06,0
2.66E-06,0
2.67E-06,0
2.68E-06,0
2.69E-06,0
2.70E-06,0
2.71E-06,0
2.72E-06,0
2.73E-06,0
2.74E-06,0
2.75E-06,0
2.76E-06,0
2.77E-06,0
